Dynasty ID;Dynasty name;Name ought to be;Should be culture early;Should be culture late;Has characters in vanilla(x) doesn't(-);Redundant(%), Generic(/), Name dosn't make any sense(?);Notes;Early family(founded 7-950);cultures template;;
;;;;;;;;;;;;
#Dutch;;;;;;;;;;;;
;;;;;;;;;;;;
78;van Gelre;;low_frankish;dutch;x;;;;;;One female in 1066(born 1060), not sure who she is supposed to be; she's the supposed first wife  of whom only her first name is known
209;van Loon;;low_frankish;dutch;-0;%;424 makes this redundant;;;;;
220;van Serooskerken;;low_frankish;dutch;-0;;;;;;;
221;von Kleve;van Kleef;low_frankish;dutch;-0;;;;;;;
239;von Geldern;van Geldren;low_frankish;dutch;-0;%;427 makes this redundant;;;;;
286;van Bonen;;low_franconian;dutch;-0;?;;;;;;
291;van Wassemberg;van Wassenberg;low_frankish;dutch;-0;%;;;;;;
292;van Geldern;;low_frankish;dutch;-0;%;427 makes this redundant;;;;;
293;van Bergh;;low_frankish;dutch;-0;;;;;;;
307;van Brabant;;low_frankish;dutch;-0;%;7198 makes this redundant;;;;depends on how wants to depict it, one could use 419 as a cadet branch of 7198 (the Capetians came from the Robertians), in which case 419 makes it redundant;
417;van Teisterbant;;low_frankish;dutch;x;;;x;;;;
#417;van de Betuwe;;low_frankish;dutch;x;;;;;;Double;
419;van Leuven;;low_frankish;dutch;-0;;;;;;;
421;van Gent;;low_frankish;dutch;x;;;;;;;
422;von Hornes;van Hoorn;low_frankish;dutch;x;;;;;;;
423;van Namen;;low_frankish;dutch;-0;;;;;;;
424;van Loon;;low_frankish;dutch;x;;;;;;;
425;van Heinsberg;;low_frankish;dutch;-0;%;12443 makes this redundant;;;;not necessarily the contemporary dialect is considerd as belonging to Dutch by the Dutch and to German by Germans, which can happen since it is in a border area within the same dialect continuum;
427;Flamens;Flamens;low_frankish;dutch;x;;;;;;#Don't think Flamens was used by the rest of the house;
429;van de Veluwe;;low_frankish;dutch;x;;;;;;;
430;De Graeff;;low_frankish;dutch;x;;;;;;;
432;Gerulfing;;low_frankish;dutch;x;;;;;;maybe (partial) frisian ancestry;
434;van Gand;de Gand;low_frankish;dutch;x;;;;;;either Dutch 'van Gent' or 'Anglo-Norman' 'de Gand';
537;Ydulfing;;low_frankish;dutch;-0;?;;;;;Ydulf (6th century) was an ancestor of Reginar (9th century) (house of Leuven, Hessen etc.);
671;Hainaut;van Henegouwen;low_frankish;dutch;-0;/;;;;;;
732;von Boulogne;van Boulogne;low_frankish;dutch;-0;/;;;;;;
747;Gerbod;;low_frankish;dutch;-0;?;;;;;probably the same as 'van Oosterzele' (9501);
6000;van Egmond;;low_frankish;dutch;-0;;;;;;;
6001;van Amstel;;low_frankish;dutch;x;;;;;;;
6002;van Arkel;;low_frankish;dutch;-0;;;;;;;
6003;van Boutershem;van Boutersem;low_frankish;dutch;-0;;;;;;;
6004;van Brederode;;low_frankish;dutch;-0;;;;;;;
6005;van Brunesheim;;low_frankish;dutch;-0;;;;;;;
6006;van Breda;;low_frankish;dutch;-0;;;;;;;
6007;van Heemskerk;;low_frankish;dutch;-0;;;;;;;
6008;van Gaveren;;low_frankish;dutch;-0;;;;;;;
6009;van Glymes;;low_frankish;dutch;-0;;;;;;;
6010;van Grimberghe;;low_frankish;dutch;-0;;;;;;;
6011;van Hurne;van Horne;low_frankish;dutch;-0;%;422 makes this redundant;;;;it isn't redundant, actually those two dynasties weren't related;
6012;van Renesse;;low_frankish;dutch;-0;;;;;;;
6013;van Wesemael;;low_frankish;dutch;-0;;;;;;;
6014;van Wassenaer;;low_frankish;dutch;-0;;;;;;;
6015;van Rheden;;low_frankish;dutch;-0;;;;;;;
6016;van Bronckhorst;;low_frankish;dutch;-0;;;;;;;
6017;van Keppel;;low_frankish;dutch;-0;%;6018 makes this redundant;;;;;
6018;van Voorst;;low_frankish;dutch;-0;;;;;;;
6019;van Lathum;van Bahr;low_frankish;dutch;-0;;;;;;;
6021;van Swane;;low_frankish;dutch;-0;?;;;;;;
6022;van Wisch;;low_frankish;dutch;-0;;;;;;;
7102;van Kamerijk;;low_frankish;dutch;-0;/;;;;;;
7118;von Diest;van Diest;low_frankish;dutch;x;;;;;;;
7129;van Visquard;;low_frankish;dutch;x;;;;;;;
7168;van Cuijck;Van Cuijk;low_frankish;dutch;-0;;;;;;;
7169;van Bierum;;low_frankish;dutch;x;;;;;;;
7170;van Rhenen;;low_frankish;dutch;x;;;;;;;
7171;van Are;;low_frankish;dutch;x;;;;;;;
7172;van Randerath;;low_frankish;dutch;x;;;;;;;
7174;van Sierck;;low_frankish;dutch;x;;;;;;;
7175;van Berthout;;low_frankish;dutch;x;;;;;;;
7176;van Oudshoorn;;low_frankish;dutch;x;;;;;;;
7177;van Diest;;low_frankish;dutch;-0;%;7118 makes this redundant;;;;;
7197;van Voorne;;low_frankish;dutch;x;;;;;;;
7198;Reginar;Reiniers;low_frankish;dutch;x;;;;;;;
7200;van Naaldwijk;;low_frankish;dutch;x;;;;;;;
7280;van Aarschot;;low_frankish;dutch;x;;;;;;;
9104;de Moravia;;scottish;scottish;x;;;;;;No authentic traceable link whatsoever with Flanders or the rest of the Lowlands. Every single family member is Scottish like RL, as should be the dynasty.;
9501;van Oosterzele;;low_frankish;dutch;x;;;;;;;
12444;van Valkenburg;;low_frankish;dutch;x;;;;;;;
100076;van Yperen;;low_frankish;dutch;-0;/;;;;;;
100078;van Brugge;;low_frankish;dutch;x;;;;;;;
100079;van Zeeland;;low_frankish;dutch;-0;/;;;;;;
100081;van Westfriesland;;low_frankish;dutch;x;;;;;;;
100082;van Sticht;;low_frankish;dutch;x;;;;;;;
100085;van Ostfriesland;;low_frankish;dutch;x;;;;;;;
101898;van Diest;;low_frankish;dutch;x;;;;;;triple?;
1031009;Munthe;;dutch;dutch;x;;;;;;paradox employee;
1031025;Mard-e Koochak;;dutch;dutch;x;;;;;;paradox employee;
1031026;Hoving;;dutch;dutch;x;;;;;;paradox employee;
